CUSTOMER_ID,GENDER,AGE,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ZIP
877,"M",30,414,3,"name23290@wwmail.inc","1351CE"
878,"F",19,7427,11,"name28952@zigzag.cat","1211QR"
879,"F",23,9528,12,"name20587@wwmail.es","1984ME"
880,"M",27,2043,2,"name20586@wwmail.es","1276WZ"
881,"F",24,2099,3,"name6197@tnet.fr","1006WP"
882,"F",20,1463,7,"name13826@tnet.uk","1345SD"
883,"F",25,8458,9,"name25373@wwmail.org","1602ZS"
884,"F",27,2138,9,"name28947@zigzag.cat","1407CJ"
885,"F",27,5963,6,"name25372@wwmail.org","1598YI"
886,"F",18,2191,1,"name20584@wwmail.es","1369DM"
887,"M",37,4696,10,"name10295@tnet.inc","1847JU"
888,"F",27,8640,2,"name13825@tnet.uk","1103SV"
889,"F",31,7479,2,"name10292@tnet.inc","1729DG"
890,"M",15,206,9,"name1658@lomejor.es","1198MU"
891,"F",28,2068,9,"name23283@wwmail.inc","1749PN"
892,"M",31,8895,5,"name5373@tnet.jp","1601XC"
893,"M",23,8284,12,"name5374@tnet.jp","1635RM"
894,"F",18,2681,7,"name25365@wwmail.org","1765ZH"
895,"F",19,3938,3,"name947@hmail.uk","1130MR"
896,"F",21,9130,3,"name13824@tnet.uk","1501ON"
897,"F",24,155,9,"name10281@tnet.inc","1693HU"
898,"F",24,6273,7,"name10211@tnet.inc","1917YK"
899,"M",27,5492,5,"name25362@wwmail.org","1695NS"
900,"F",28,7812,6,"name25361@wwmail.org","1071NW"
901,"F",33,8377,6,"name17555@wwmail.de","1517YN"
902,"M",18,6027,7,"name28228@zigzag.be","1113GN"
903,"F",23,7726,3,"name6095@tnet.fr","1744RH"
904,"F",27,9633,3,"name6094@tnet.fr","1937LD"
905,"M",19,1880,1,"name13823@tnet.uk","1864KU"
906,"M",23,9352,5,"name5377@tnet.jp","1326GO"
907,"F",24,802,4,"name25357@wwmail.org","1064RC"
908,"F",25,2259,3,"name20578@wwmail.es","1595AZ"
909,"M",28,443,2,"name5378@tnet.jp","1127QN"
910,"F",29,12,6,"name28221@zigzag.be","1344SX"
911,"F",30,2501,6,"name20577@wwmail.es","1029KF"
912,"F",29,4158,4,"name5379@tnet.jp","1700RW"
913,"F",29,7605,7,"name26718@wwmail.uk","1038FV"
914,"F",20,7018,2,"name20576@wwmail.es","1469RD"
915,"F",23,8807,10,"name13822@tnet.uk","1705UA"
916,"F",23,9652,4,"name25351@wwmail.org","1776VS"
917,"F",19,5721,11,"name1672@lomejor.es","1768NT"
918,"M",18,4772,8,"name10174@tnet.inc","1618TU"
919,"F",17,669,10,"name20573@wwmail.es","1945DN"
920,"F",24,4600,5,"name989@hmail.uk","1107PN"
921,"F",24,3786,8,"name25346@wwmail.org","1831XC"
922,"F",30,1967,11,"name1675@lomejor.es","1820WG"
923,"M",23,1818,6,"name23270@wwmail.inc","1494ZY"
924,"F",22,8061,6,"name10155@tnet.inc","1643XS"
925,"F",30,1420,3,"name2943@molbe.cat","1575AF"
926,"M",29,28,2,"name25343@wwmail.org","1120SL"
927,"F",24,4449,6,"name20571@wwmail.es","1681VI"
928,"F",22,5207,1,"name28910@zigzag.cat","1097AO"
929,"M",21,1152,6,"name2940@molbe.cat","1688SC"
930,"F",23,9247,6,"name5382@tnet.jp","1874FC"
931,"F",23,8116,5,"name25339@wwmail.org","1530LJ"
932,"F",22,7912,1,"name25338@wwmail.org","1847UO"
933,"F",23,3482,4,"name13821@tnet.uk","1700UA"
934,"M",26,8923,4,"name10143@tnet.inc","1857KG"
935,"M",27,3718,11,"name2934@molbe.cat","1449LZ"
936,"F",23,9811,9,"name29945@zigzag.fr","1636SP"
937,"F",29,3630,11,"name28203@zigzag.be","1278TQ"
938,"M",30,1795,11,"name13820@tnet.uk","1355HS"
939,"M",25,3020,3,"name17551@wwmail.de","1538MS"
940,"F",23,7516,9,"name5987@tnet.fr","1468BC"
941,"F",25,9357,10,"name13818@tnet.uk","1327JV"
942,"F",20,1417,3,"name5383@tnet.jp","1866AI"
943,"F",27,934,7,"name13817@tnet.uk","1485UX"
944,"F",25,5669,3,"name5384@tnet.jp","1315CV"
945,"F",22,2188,1,"name10133@tnet.inc","1493BW"
946,"F",29,2129,1,"name1684@lomejor.es","1207ZF"
947,"M",26,5050,10,"name5959@tnet.fr","1867WM"
948,"F",19,4770,8,"name1686@lomejor.es","1208SG"
949,"M",25,5229,1,"name17546@wwmail.de","1661HJ"
950,"F",28,8127,6,"name5386@tnet.jp","1005GR"
951,"F",23,3448,9,"name17545@wwmail.de","1252AJ"
952,"F",24,2389,6,"name29319@zigzag.jp","1547TU"
953,"F",26,5459,4,"name10093@tnet.inc","1452YT"
954,"M",24,3428,5,"name26694@wwmail.uk","1602RY"
955,"F",23,1462,10,"name25322@wwmail.org","1894SZ"
956,"M",26,5457,4,"name28193@zigzag.be","1994OM"
957,"F",30,6017,7,"name23250@wwmail.inc","1332BX"
958,"F",26,2020,4,"name1037@hmail.uk","1557ML"
959,"F",23,1189,2,"name17544@wwmail.de","1439VL"
960,"F",24,6393,8,"name25319@wwmail.org","1776IX"
961,"F",22,7418,4,"name10087@tnet.inc","1101QU"
962,"M",22,8449,4,"name17543@wwmail.de","1539OG"
963,"F",22,6553,7,"name2892@molbe.cat","1418RB"
964,"F",23,481,12,"name13816@tnet.uk","1781KO"
965,"F",31,913,5,"name28189@zigzag.be","1998YK"
966,"M",29,5648,5,"name25314@wwmail.org","1233PT"
967,"M",29,7284,7,"name2882@molbe.cat","1155WG"
968,"F",29,299,4,"name23244@wwmail.inc","1464FQ"
969,"M",26,9705,2,"name5932@tnet.fr","1604IW"
970,"F",29,610,7,"name5387@tnet.jp","1237LV"
971,"F",27,5050,5,"name5929@tnet.fr","1862SO"
972,"F",23,5866,2,"name2872@molbe.cat","1745OP"
973,"F",29,2309,5,"name23239@wwmail.inc","1539ZT"
974,"F",24,4987,11,"name17538@wwmail.de","1566WU"
975,"F",25,6365,6,"name17537@wwmail.de","1939AV"
976,"F",999,3538,10,"name2868@molbe.cat","1105GL"
977,"F",21,8232,11,"name17536@wwmail.de","1159TK"
978,"F",24,142,3,"name10070@tnet.inc","1545AO"
979,"M",24,8721,12,"name23234@wwmail.inc","1877ZO"
980,"M",25,7221,11,"name13815@tnet.uk","1889KZ"
981,"M",20,4102,10,"name17535@wwmail.de","1261RG"
982,"M",27,8366,2,"name315@hmail.inc","1515IQ"
983,"F",34,1800,8,"name23231@wwmail.inc","1755DP"
984,"F",27,3430,5,"name10051@tnet.inc","1011CQ"
985,"F",18,7648,7,"name25296@wwmail.org","1582YP"
986,"F",22,702,11,"name10048@tnet.inc","1132SS"
987,"F",31,8071,9,"name5390@tnet.jp","1140RY"
988,"M",22,809,3,"name13810@tnet.uk","1043LT"
989,"M",32,7226,7,"name17534@wwmail.de","1296MQ"
990,"F",32,3696,8,"name5391@tnet.jp","1266JA"
991,"F",17,8462,5,"name13809@tnet.uk","1787QN"
992,"F",24,2416,5,"n","1125AX"
993,"F",25,4104,6,"name13808@tnet.uk","1516UM"
994,"F",23,9993,9,"name28865@zigzag.cat","1697HM"
995,"M",23,6802,9,"name5885@tnet.fr","1346TA"
996,"F",21,8015,3,"name20540@wwmail.es","1258OF"
997,"F",27,284,3,"name2847@molbe.cat","1198EM"
998,"M",30,9546,6,"name10021@tnet.inc","1026HG"
999,"F",25,9958,8,"name17532@wwmail.de","1650MY"
1000,"F",27,8055,11,"name29280@zigzag.jp","1810EP"
1001,"F",26,2488,2,"name28170@zigzag.be","1632FU"
1002,"M",21,1911,12,"name2829@molbe.cat","1761MT"
1003,"F",32,5661,4,"name20538@wwmail.es","1224XX"
1004,"F",35,7037,7,"name17531@wwmail.de","1013UT"
1005,"F",21,1681,7,"name2821@molbe.cat","1550UD"
1006,"M",18,4067,8,"name20536@wwmail.es","1429KB"
1007,"M",23,5865,2,"name26664@wwmail.uk","1380RL"
1008,"F",25,4724,8,"name13806@tnet.uk","1859DZ"
1009,"M",17,6425,4,"name26661@wwmail.uk","1622HE"
1010,"F",27,7168,10,"name23216@wwmail.inc","1471WQ"
1011,"M",28,4125,6,"name20534@wwmail.es","1122ZN"
1012,"F",27,6733,3,"name25277@wwmail.org","1209EE"
1013,"F",17,5795,10,"name5845@tnet.fr","1558NU"
1014,"M",29,6067,1,"name5833@tnet.fr","1937SL"
1015,"F",20,29,9,"name25274@wwmail.org","1840SR"
1016,"F",22,5757,12,"name28159@zigzag.be","1686EJ"
1017,"F",19,8274,5,"name2816@molbe.cat","1405VK"
1018,"F",24,4365,1,"name26649@wwmail.uk","1197HQ"
1019,"F",21,7644,1,"name17529@wwmail.de","1415YA"
1020,"F",24,3847,11,"name10000@tnet.inc","1975OV"
1021,"F",31,201,9,"name26640@wwmail.uk","1252XC"
1022,"M",18,3938,8,"name13805@tnet.uk","1632LH"
1023,"M",21,7804,3,"name1089@hmail.uk","1517KT"
1024,"F",29,5772,12,"name13804@tnet.uk","1530RE"
1025,"F",23,1900,10,"name13803@tnet.uk","1325CH"
1026,"F",24,7221,11,"name13801@tnet.uk","1337YV"
1027,"F",27,3169,2,"name327@hmail.inc","1503TD"
1028,"M",20,1937,7,"name5392@tnet.jp","1666GO"
1029,"M",16,5052,4,"name20527@wwmail.es","1688LE"
1030,"M",18,3961,8,"name26632@wwmail.uk","1424EE"
1031,"M",23,7742,3,"name2806@molbe.cat","1123DZ"
1032,"F",23,41,7,"name26630@wwmail.uk","1260NK"
1033,"F",26,2669,1,"name5828@tnet.fr","1948QO"
1034,"M",26,1809,8,"name26626@wwmail.uk","1913LG"
1035,"F",22,9157,6,"name23200@wwmail.inc","1411MZ"
1036,"M",25,7989,8,"name5393@tnet.jp","1457ZV"
1037,"M",23,931,12,"name25259@wwmail.org","1748UX"
1038,"M",18,4767,6,"name13800@tnet.uk","1046QA"
1039,"F",30,5433,11,"name5395@tnet.jp","1794OK"
1040,"M",22,1722,12,"name2790@molbe.cat","1365PV"
1041,"F",27,9151,4,"name13799@tnet.uk","1471AQ"
1042,"M",22,6551,12,"name13798@tnet.uk","1771PQ"
1043,"F",30,31,11,"name28139@zigzag.be","1589SQ"
1044,"M",19,3035,2,"name28138@zigzag.be","1752EN"
1045,"M",17,9926,10,"name28137@zigzag.be","1738OB"
1046,"M",24,108,10,"name17524@wwmail.de","1259OY"
1047,"M",34,6903,8,"name20522@wwmail.es","1695OX"
1048,"M",32,793,8,"name28136@zigzag.be","1159XP"
1049,"M",30,9722,11,"name9999@tnet.inc","1111RW"
1050,"M",24,3297,8,"name25253@wwmail.org","1984NG"
1051,"F",30,4487,10,"name25252@wwmail.org","1710KS"
1052,"M",25,1529,7,"name5396@tnet.jp","1580CS"
1053,"F",30,5629,1,"name25251@wwmail.org","1789KB"
1054,"M",37,8857,8,"name26610@wwmail.uk","1444MU"
1055,"F",16,7984,6,"name28131@zigzag.be","1013ZL"
1056,"M",27,653,1,"name17523@wwmail.de","1982FK"
1057,"F",27,3188,8,"name1109@hmail.uk","1512FH"
1058,"F",26,3479,5,"name5820@tnet.fr","1048ED"
1059,"F",25,7189,9,"name5818@tnet.fr","1876XQ"
1060,"M",19,281,9,"name2782@molbe.cat","1392RD"
1061,"F",25,369,5,"name2776@molbe.cat","1057BH"
1062,"M",28,5005,10,"name9996@tnet.inc","1015TR"
1063,"F",25,7706,1,"name7032@tnet.fr","1758PP"
1064,"F",26,8751,10,"name7031@tnet.fr","1003UB"
1065,"M",16,2631,8,"name29764@zigzag.es","1941JM"
1066,"F",25,8111,4,"name26596@wwmail.uk","1682ME"
1067,"F",27,4306,4,"name13796@tnet.uk","1611RI"
1068,"F",27,8450,7,"name20520@wwmail.es","1667JF"
1069,"F",30,2441,2,"name26591@wwmail.uk","1721ZF"
1070,"M",22,7664,7,"name5397@tnet.jp","1402SB"
1071,"F",26,6607,4,"name5399@tnet.jp","1370LW"
1072,"F",28,8726,11,"name26589@wwmail.uk","1808FG"
1073,"F",18,7098,2,"name1135@hmail.uk","1293XD"
1074,"M",21,1635,1,"name13795@tnet.uk","1037ZY"
1075,"M",20,741,5,"name17521@wwmail.de","1465IB"
1076,"M",29,317,8,"name13794@tnet.uk","1509KH"
1077,"F",22,7182,3,"name20515@wwmail.es","1191VS"
1078,"F",28,8299,7,"name1140@hmail.uk","1466XX"
1079,"F",35,6726,8,"name7029@tnet.fr","1910UT"
1080,"F",17,1034,3,"name9984@tnet.inc","1816FH"
1081,"M",19,2678,5,"name20512@wwmail.es","1487KJ"
1082,"M",999,843,10,"name20511@wwmail.es","1082NJ"
1083,"F",15,134,2,"name5400@tnet.jp","1012NA"
1084,"F",21,817,11,"name26578@wwmail.uk","1843GI"
1085,"F",24,5894,4,"name13793@tnet.uk","1295FF"
1086,"M",23,6261,7,"name17518@wwmail.de","1291WQ"
1087,"F",24,3304,4,"name13792@tnet.uk","1065FM"
1088,"F",22,6788,6,"name7024@tnet.fr","1266HW"
1089,"M",18,5890,5,"name23179@wwmail.inc","1465NN"
1090,"F",23,2109,7,"name17517@wwmail.de","1014SW"
1091,"F",19,398,10,"name25228@wwmail.org","1652RU"
1092,"M",39,4470,4,"name23177@wwmail.inc","1625BH"
1093,"M",30,8619,8,"name13791@tnet.uk","1090AG"
1094,"M",22,3254,3,"name26574@wwmail.uk","1786QX"
1095,"M",26,1388,6,"name26568@wwmail.uk","1547KI"
1096,"F",24,1146,3,"name25225@wwmail.org","1624HE"
1097,"M",31,294,6,"name9965@tnet.inc","1597YI"
1098,"F",30,2467,11,"name23175@wwmail.inc","1655YH"
1099,"M",19,2644,4,"name1159@hmail.uk","1012HE"
1100,"F",28,5380,6,"name17516@wwmail.de","1631OV"
1101,"F",36,4133,7,"name9963@tnet.inc","1057RC"
1102,"F",26,6103,8,"name23172@wwmail.inc","1485IZ"
1103,"F",30,3690,11,"name23171@wwmail.inc","1294XL"
1104,"F",25,8231,2,"name17514@wwmail.de","1579PG"
1105,"F",21,2650,6,"name17513@wwmail.de","1675YJ"
1106,"M",999,8532,2,"name13789@tnet.uk","1452KT"
1107,"M",27,2256,4,"name2722@molbe.cat","1937AR"
1108,"F",30,3844,6,"name20501@wwmail.es","1265AU"
1109,"M",23,2714,8,"name25213@wwmail.org","1302GX"
1110,"M",25,9519,6,"name23166@wwmail.inc","1148UD"
1111,"M",25,5498,8,"name7010@tnet.fr","1070QX"
1112,"M",27,6208,9,"name26542@wwmail.uk","1648AD"
1113,"M",19,9527,11,"name20499@wwmail.es","1120SZ"
1114,"F",23,7577,6,"name2707@molbe.cat","1277ZS"
1115,"M",28,3355,7,"name17511@wwmail.de","1507ES"
1116,"F",28,6973,4,"name17510@wwmail.de","1154SR"
1117,"M",26,8916,6,"name28769@zigzag.cat","1755SQ"
1118,"F",31,5030,10,"name28090@zigzag.be","1158RY"
1119,"F",35,2533,5,"name17509@wwmail.de","1858WZ"
1120,"M",33,3903,11,"name17508@wwmail.de","1370RW"
1121,"F",25,5156,1,"name28088@zigzag.be","1773QJ"
1122,"M",26,6457,5,"name28764@zigzag.cat","1825SD"
1123,"M",27,1564,1,"name23158@wwmail.inc","1020PT"
1124,"F",20,7000,11,"name1179@hmail.uk","1751AB"
1125,"M",16,7722,4,"name20493@wwmail.es","1175ZR"
1126,"F",26,4820,8,"name1721@lomejor.es","1525IQ"
1127,"F",29,4786,4,"name20491@wwmail.es","1874TS"
1128,"M",27,9723,4,"name26532@wwmail.uk","1312WL"
1129,"M",27,810,2,"name6985@tnet.fr","1304UU"
1130,"M",23,2684,4,"name9929@tnet.inc","1818HT"
1131,"M",22,5707,7,"name5401@tnet.jp","1798ET"
1132,"F",27,1275,4,"name17506@wwmail.de","1934VR"
1133,"M",36,1157,9,"name25197@wwmail.org","1740OX"
1134,"F",34,8962,7,"name648@hmail.uk","1882XQ"
1135,"F",28,8218,12,"name28757@zigzag.cat","1555TS"
1136,"M",24,9964,4,"name25195@wwmail.org","1064AS"
1137,"M",30,6495,1,"name13788@tnet.uk","1406EB"
1138,"F",32,7818,2,"name23149@wwmail.inc","1805ZG"
1139,"F",20,1649,7,"name5402@tnet.jp","1795OD"
1140,"F",18,7808,6,"name649@hmail.uk","1009ZI"
1141,"F",28,4444,11,"name5403@tnet.jp","1059WZ"
1142,"F",29,4343,10,"name6981@tnet.fr","1291JV"
1143,"M",27,291,9,"name28077@zigzag.be","1162WD"
1144,"F",21,3275,9,"name5404@tnet.jp","1241OC"
1145,"F",25,957,11,"name17502@wwmail.de","1597HC"
1146,"M",28,9612,1,"name654@hmail.uk","1756AN"
1147,"M",18,1221,11,"name20482@wwmail.es","1584LU"
1148,"F",24,1423,7,"name1727@lomejor.es","1098ZT"
1149,"M",22,9847,6,"name6976@tnet.fr","1560GB"
1150,"F",42,5740,7,"name26512@wwmail.uk","1833RG"
1151,"M",29,9975,10,"name26511@wwmail.uk","1782LQ"
1152,"M",24,1727,1,"name17500@wwmail.de","1882AJ"
1153,"F",24,8908,7,"name26509@wwmail.uk","1222HO"
1154,"F",27,2633,6,"name6972@tnet.fr","1468MM"
1155,"F",25,4991,4,"name20479@wwmail.es","1165LD"
1156,"F",36,4830,7,"name1221@hmail.uk","1359CZ"
1157,"F",25,5599,1,"name9912@tnet.inc","1101QJ"
1158,"M",31,5815,2,"name20478@wwmail.es","1220FA"
1159,"F",25,4974,7,"name5406@tnet.jp","1529KJ"
1160,"M",20,5904,7,"name5408@tnet.jp","1256VC"
1161,"F",21,4866,1,"name2660@molbe.cat","1450GQ"
1162,"F",28,2105,2,"name28733@zigzag.cat","1961XK"
1163,"F",30,5031,2,"name20477@wwmail.es","1961BP"
1164,"F",30,5863,7,"name1737@lomejor.es","1966IK"
1165,"F",26,8666,4,"name13787@tnet.uk","1961YK"
1166,"M",26,6818,7,"name9899@tnet.inc","1782GE"
1167,"F",26,8958,11,"name20475@wwmail.es","1339TD"
1168,"F",22,8119,4,"name13786@tnet.uk","1450IK"
1169,"F",27,1017,10,"name5411@tnet.jp","1871FR"
1170,"M",27,5605,11,"name13785@tnet.uk","1884KD"
1171,"F",29,7686,2,"name6950@tnet.fr","1425LX"
1172,"M",24,4706,8,"name1251@hmail.uk","1526GX"
1173,"M",17,7523,11,"name17496@wwmail.de","1849II"
1174,"M",31,8885,2,"name23132@wwmail.inc","1683JB"
1175,"M",22,9873,6,"name6945@tnet.fr","1374SA"
1176,"F",26,1963,9,"name17494@wwmail.de","1181BM"
